gene,Epi_mock1,Epi_mock2,Epi_mock3,Epi_KD1,Epi_KD2,Epi_KD3,Fib_mock1,Fib_mock2,Fib_mock3,Fib_KD1,Fib_KD2,Fib_KD3
DNM2,3213,6042,4672,3730,5223,4419,3356,2653,3108,2755,2873,3194
MIR638,0,0,0,0,0,0,0,0,0,0,0,0
MIR4748,0,0,0,1,0,1,0,0,0,0,0,0
MIR199A1,0,0,0,1,0,0,4,11,8,6,3,9
MIR6793,1,0,1,0,1,0,0,1,0,0,0,0
TMED1,192,372,294,196,191,204,190,179,177,196,213,218
C19orf38,16,64,31,52,62,57,3,1,0,1,0,0
HIKESHIP2,0,4,2,0,4,2,3,2,0,6,1,0
CARM1,569,883,920,904,1480,1336,1113,891,1171,1450,1120,1403
YIPF2,343,644,511,363,344,367,658,680,733,750,623,578
TIMM29,314,519,384,436,446,418,359,329,340,348,390,345
SMARCA4,1806,3146,2790,2496,2620,2679,3373,2766,3542,3073,3605,3794
RN7SL192P,1,4,0,1,0,0,0,0,1,0,2,1
LDLR,1051,1740,1629,605,968,854,2038,1868,1599,1588,1452,1745
MIR6886,0,0,0,0,0,0,0,0,0,0,0,0
SPC24,809,1411,1064,1033,877,839,687,487,829,576,859,910
KANK2,470,1129,1025,541,782,752,3315,1961,2728,3102,3103,3995
DOCK6,207,271,334,399,530,536,574,369,728,492,776,680
ANGPTL8,1,2,0,1,1,1,1,1,3,1,5,1
TSPAN16,0,0,0,0,0,0,0,1,0,0,0,0
RAB3D,37,78,126,102,170,168,39,25,37,31,46,52
TMEM205,532,719,530,1088,651,675,156,146,148,188,184,149
CCDC159,63,114,102,70,76,46,115,108,91,122,98,88
PLPPR2,47,64,59,178,189,152,520,451,645,731,734,782
SWSAP1,34,65,50,55,33,43,23,13,22,32,19,18
EPOR,53,70,65,108,79,61,332,284,471,340,462,380
RGL3,459,519,509,492,405,466,96,72,108,79,103,70
ODAD3,3,3,5,3,3,11,2,4,3,3,2,2
PRKCSH,2599,3977,3574,3632,3458,3664,7222,5717,7507,7042,7329,7506
ELAVL3,0,0,1,1,1,0,0,1,0,0,0,2
ZNF653,78,133,108,197,155,123,46,40,43,63,50,50
MIR7974,0,1,0,0,0,0,0,0,0,0,0,0
ECSIT,360,557,484,630,599,522,489,484,501,477,503,508
RN7SL833P,0,0,0,2,0,1,2,1,0,1,0,0
RPL18AP13,9,12,5,8,5,2,3,1,0,2,1,2
CNN1,0,0,0,0,2,1,596,399,810,1098,921,741
ELOF1,722,1042,1041,1280,1159,1110,1012,862,987,1048,1090,1166
ZNF627,188,255,260,235,248,235,135,99,175,159,143,149
ACP5,8,17,11,14,4,6,271,289,217,363,255,329
ZNF833P,5,11,7,8,10,10,9,0,6,3,7,6
ZNF823,135,185,134,179,122,165,132,89,125,86,119,123
ZNF441,0,0,0,0,0,0,165,106,132,136,159,122
ZNF491,0,0,0,0,0,0,24,15,15,29,12,14
ZNF440,153,288,182,175,154,158,145,117,100,108,95,110
ZNF439,0,4,3,0,0,0,10,13,7,16,8,7
ZNF69,0,0,0,0,0,0,30,45,31,37,30,32
ZNF700,250,405,338,305,360,370,128,111,152,115,155,147
ZNF763,12,15,10,13,9,4,2,5,11,6,4,13
ZNF433-AS1,0,0,0,0,0,0,82,80,80,91,99,51
RNA5SP464,0,0,0,0,0,0,0,0,1,0,0,0
ZNF433,0,0,0,0,1,0,26,25,42,40,39,34
RNA5SP465,0,0,0,0,0,0,0,0,0,0,1,0
ZNF878,0,0,0,0,0,0,2,1,0,2,8,1
ZNF844,0,0,0,0,0,0,37,33,51,47,52,39
RNA5SP466,0,0,0,0,0,0,0,0,0,0,0,0
ZNF20,3,3,4,4,0,2,2,1,4,2,0,11
RNA5SP467,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P47,0,0,0,0,0,0,8,9,5,8,4,8
ZNF625,0,0,0,0,0,0,2,3,1,5,2,0
ZNF136,84,176,115,124,138,140,119,74,92,104,102,93
ZNF44,136,223,163,222,194,198,137,121,153,134,156,155
RPL28P5,1,1,0,2,0,0,2,0,0,1,0,0
RPS2P53,1,2,0,1,3,1,0,1,4,4,2,2
ZNF563,1,0,0,0,0,0,26,14,26,45,29,28
ZNF442,0,1,0,2,0,0,42,19,13,28,34,16
RPS29P23,0,2,0,0,0,0,0,0,0,0,0,0
ZNF799,93,140,122,140,122,121,39,25,27,37,43,27
ZNF443,60,102,109,90,82,104,31,24,19,27,33,37
ZNF709,0,2,4,7,7,3,2,1,2,4,2,1
MTND2P40,0,2,0,0,1,4,0,0,0,0,0,2
MTCO1P27,0,0,0,0,0,0,0,0,0,0,1,0
MTCO2P27,0,0,0,0,1,0,0,0,0,0,0,0
MTATP6P27,1,1,2,3,2,1,0,0,0,0,5,1
PPIAP20,0,0,0,0,0,0,0,0,0,2,1,0
ZNF564,0,1,0,5,2,9,0,3,3,4,3,4
PGK1P2,4,10,6,1,6,3,1,2,1,2,2,6
ZNF490,15,41,25,18,14,17,15,10,13,18,10,6
ZNF791,350,686,518,530,486,477,390,396,416,464,497,435
RPL10P16,104,126,110,145,113,105,234,197,237,213,283,227
MAN2B1,193,316,291,283,332,325,663,526,734,659,681,658
WDR83,78,144,62,147,120,109,48,58,49,78,73,65
WDR83OS,0,0,0,0,0,0,0,0,0,0,0,0
DHPS,56,69,32,66,40,33,42,30,38,33,63,48
GNG14,0,0,1,0,0,0,2,0,0,2,0,0
FBXW9,132,228,175,147,135,90,133,95,97,86,64,112
TNPO2,1290,2580,2293,1968,2578,2550,1839,1280,1988,2299,2365,2438
SNORD41,0,2,0,0,0,0,0,0,0,0,0,0
TRIR,1985,3023,2461,3290,2690,2582,3323,2762,3424,2907,3522,3396
GET3,1543,2917,2129,1884,1916,1749,1965,1873,1869,1770,1755,1871
BEST2,0,0,0,5,0,3,1,0,3,1,0,1
HOOK2,646,1089,889,846,819,786,257,226,217,240,287,259
MIR5684,0,0,0,0,0,0,0,0,0,0,0,0
JUNB,369,719,574,552,459,454,540,439,470,567,576,705
PRDX2,1563,1830,1778,3178,2226,2431,1337,1170,1672,1837,1793,1825
THSD8,2,0,1,1,0,2,0,0,1,0,0,0
RNASEH2A,35,63,33,39,36,27,15,7,20,7,21,19
RTBDN,0,4,1,4,1,1,1,0,2,2,0,2
RTBDN-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MAST1,8,6,7,8,3,2,5,3,4,5,8,6
MIR6794,0,0,0,0,0,0,0,0,0,0,0,0
DNASE2,1270,2230,1762,2272,1920,1998,600,556,627,915,680,725
KLF1,0,1,0,0,0,0,0,0,0,0,0,0
GCDH,326,440,426,526,475,509,291,293,271,324,285,317
RPS6P25,2,4,2,2,4,9,1,2,5,2,4,0
SYCE2,7,30,16,16,17,14,6,2,12,6,11,5
MIR5695,1,1,0,0,2,0,0,0,1,0,0,0
FARSA,1323,1824,1756,2333,2302,2231,1846,1553,1647,1346,1582,1593
FARSA-AS1,0,2,4,1,0,1,2,0,3,1,2,1
CALR,7964,15059,13280,11333,11220,13139,31236,25548,39297,29426,37106,28294
MIR6515,0,0,0,0,0,0,0,0,0,0,0,0
RAD23A,2371,3877,3327,3331,3588,3393,2593,2492,2543,2489,2479,2722
GADD45GIP1,794,1013,968,2046,1545,1507,1019,913,1055,1040,1303,1334
DAND5,1,1,2,2,4,3,1,1,1,0,3,1
NFIX,305,488,529,460,691,689,1235,849,974,1456,1006,1217
LYL1,0,0,0,0,0,0,31,22,24,33,52,42
TRMT1,415,440,582,797,659,717,813,648,792,637,770,715
NACC1,1038,2041,1881,1906,2783,2519,2032,1590,1781,2244,1967,2395
STX10,825,1333,1067,1266,1210,1062,740,658,775,783,881,913
IER2,1115,1657,1560,2117,1597,1739,1063,815,1180,903,1133,1402
CACNA1A,43,61,41,27,35,50,29,14,24,44,29,22
YJU2B,252,305,313,333,309,300,484,415,561,448,553,446
MRI1,111,157,104,101,88,97,147,124,123,123,156,152
C19orf53,1440,1989,1733,2826,2134,2186,1705,1512,1752,1846,1965,1931
ZSWIM4,131,256,168,79,171,201,97,61,84,106,85,69
RN7SL619P,0,2,1,3,0,0,1,0,0,0,2,0
MIR24-2,0,0,0,0,0,0,0,0,0,0,0,0
MIR27A,0,0,0,0,0,0,0,0,0,0,0,0
MIR23A,0,0,0,0,0,0,0,0,0,0,0,0
NANOS3,0,0,0,0,1,1,10,7,9,9,12,9
MIR181C,0,0,1,0,0,0,0,0,0,0,1,0
MIR181D,0,0,0,0,0,0,1,0,0,0,0,0
BRME1,9,16,20,35,32,30,11,1,4,3,5,11
CC2D1A,721,1091,1048,1099,1006,1102,312,248,293,461,366,399
PODNL1,4,4,5,2,3,6,54,45,33,124,51,57
DCAF15,758,1140,981,812,841,798,599,442,664,437,637,650
RFX1,241,452,306,229,272,306,206,183,225,175,157,148
RLN3,0,0,0,0,0,0,0,0,0,0,0,0
IL27RA,247,330,357,724,755,825,102,49,79,67,56,68
PALM3,6,21,10,9,5,2,0,1,9,2,4,3
EEF1DP1,4,1,2,1,1,0,0,2,0,0,1,0
MISP3,7,19,18,14,22,17,8,8,19,22,19,12
MIR1199,0,0,0,0,0,0,0,0,0,0,0,0
C19orf67,0,0,1,2,0,0,0,1,0,0,1,0
SAMD1,428,576,659,1141,1002,1078,750,571,745,729,800,801
PRKACA,1448,2335,1980,1561,1803,1667,1839,1588,1509,1824,1525,1795
LOC124904642,2,3,2,3,2,0,1,0,0,0,0,0
ASF1B,1832,3528,2212,1985,2167,1661,948,678,849,566,879,934
ADGRL1-AS1,35,79,57,30,52,42,53,39,47,37,54,38
ADGRL1,324,576,573,804,840,1013,42,28,35,36,32,44
RN7SL231P,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,346,354,450,881,1035,1080,2282,1735,2687,2063,2548,2577
DDX39A,1145,1617,1552,2066,1848,1706,2482,1664,2763,1424,2772,2701
PKN1,1662,2925,2405,2527,2630,2225,7236,5841,7001,5078,6373,6505
PTGER1,8,19,5,0,2,0,54,48,49,92,60,108
GIPC1,2618,4971,3841,3658,3466,3500,4762,4278,4162,4660,4523,5213
DNAJB1,2413,3076,3643,3531,2714,3628,3455,3357,3728,3806,3691,3942
TECR,1903,2650,2142,2656,2124,2128,1152,886,1041,1109,1113,1154
MIR639,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB7,1067,1755,1463,2113,1633,1747,1188,1096,1340,1489,1476,1501
CLEC17A,1,0,0,0,0,0,0,0,0,0,0,0
RN7SL337P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL842P,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0
YPEL5P4,0,0,0,0,0,0,0,0,0,0,0,0
ZNF333,84,192,167,43,44,44,218,154,191,208,187,163
ADGRE2,0,0,0,2,0,2,2,2,3,1,2,2
OR7C1,0,0,0,0,0,0,0,0,0,0,0,0
OR7A5,0,0,0,0,0,0,0,0,0,0,0,0
OR7A10,0,0,1,0,0,0,0,0,0,0,0,0
OR7A17,0,0,0,0,0,0,0,1,0,0,0,0
OR7A1P,0,0,0,0,0,0,0,0,0,0,0,0
OR7A11P,0,0,0,0,0,0,0,0,0,0,0,0
OR7C2,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A6,0,1,0,1,0,0,0,0,0,0,0,0
TEKTL1,0,0,0,0,0,0,0,0,0,0,0,0
CASP14,0,0,0,0,0,0,0,0,1,0,0,0
OR1I1,0,0,0,0,0,0,1,0,0,0,0,0
SYDE1,328,481,496,629,701,670,3014,2076,3117,2505,3204,2927
ILVBL,776,1376,1119,1270,1142,1059,1450,1142,1572,1197,1633,1398
OR10B1P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-782P,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH3,98,138,207,144,190,206,1050,817,522,1450,578,1088
MIR6795,0,0,0,0,0,0,0,0,0,0,0,0
EPHX3,15,5,4,2,1,3,1,3,1,0,4,2
BRD4,854,1479,1274,1257,1439,1361,1558,1263,1605,1350,1664,1567
AKAP8,331,561,480,807,909,827,508,313,443,474,595,643
AKAP8L,554,881,759,725,734,831,482,345,501,419,519,389
WIZ,622,1026,936,845,1026,970,1082,817,1032,971,870,1053
MIR1470,0,0,0,0,0,0,0,0,0,0,0,0
RASAL3,0,0,0,0,0,0,0,1,0,1,1,1
PGLYRP2,0,0,0,1,0,0,0,0,0,0,0,0
CYP4F22,0,0,0,0,0,0,0,0,0,0,0,0
LOC100422106,0,1,0,0,0,0,0,0,0,0,0,0
CYP4F8,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F3,49,165,81,39,44,37,0,0,0,0,0,0
CYP4F12,1,1,0,0,0,0,0,0,0,0,0,0
OR10H2,0,0,0,0,0,0,0,0,0,0,0,0
OR10H3,0,0,0,0,0,0,0,0,0,0,0,0
OR10H5,0,0,0,0,0,0,1,0,0,0,0,0
OR10H1,1,11,8,13,7,10,0,0,0,0,0,0
ZNF861P,0,0,1,0,0,1,0,0,0,0,0,0
CLEC4OP,0,2,2,6,0,3,0,0,0,0,0,0
UCA1,887,1212,1651,1734,2645,2289,2,5,3,0,1,1
CYP4F36P,0,0,0,2,0,0,0,0,0,0,0,0
CYP4F2,0,2,0,1,0,0,0,0,0,0,0,0
LOC100421620,0,0,0,0,0,1,0,0,0,0,0,0
LOC729654,225,477,443,173,368,366,0,0,0,0,0,0
CYP4F11,1248,1975,2173,2169,2627,2695,0,0,2,0,0,0
OR10H4,1,0,0,0,0,0,0,0,0,0,0,0
LOC124900424,0,0,0,0,0,0,0,0,0,0,0,0
LINC00661,0,0,0,0,0,1,1,1,0,0,0,0
LINC00905,0,0,0,0,0,0,0,0,0,0,0,0
OR1AB1P,0,0,0,0,0,0,0,0,0,0,0,0
TPM4,6643,10986,9748,9297,9557,10451,43415,37687,46609,42581,45534,41214
RAB8A,311,584,455,267,272,348,651,565,559,464,532,598
HSH2D,193,303,215,275,247,223,0,0,0,0,0,0
CIB3,0,0,1,0,1,0,0,0,0,0,0,0
FAM32A,1039,1849,1463,1311,1406,1272,1378,1312,1405,1496,1463,1462
AP1M1,691,1310,1054,729,800,815,2301,1951,1887,1748,1793,2057
KLF2-DT,0,0,0,0,0,0,0,0,0,0,1,0
KLF2,9,24,13,27,22,18,1033,666,832,917,991,1188
EPS15L1,461,809,631,493,568,600,792,659,708,659,686,674
RPS2P51,1,1,2,1,0,1,0,0,1,0,0,0
CALR3,1,0,0,0,1,0,0,0,0,0,0,0
C19orf44,67,121,121,63,70,80,69,62,73,61,65,66
CHERP,421,945,854,455,823,844,536,327,445,362,410,425
RN7SL146P,2,2,0,1,2,2,0,2,4,0,1,2
SLC35E1,670,1101,1067,1205,1358,1445,1168,994,1173,1326,1206,1256
LOC105372295,9,16,14,9,17,21,12,12,13,14,9,18
MED26,91,163,135,105,139,127,100,88,108,83,105,103
SMIM7,490,781,618,792,719,664,421,343,487,462,619,574
TMEM38A,52,113,92,181,193,155,16,7,4,5,4,16
NWD1,5,0,2,2,5,3,0,0,0,0,1,0
SIN3B,647,969,963,976,1238,1370,853,640,981,1042,1018,966
F2RL3,0,0,0,0,2,0,1,2,14,0,1,0
CPAMD8,1,0,0,0,0,0,1,3,0,1,2,0
RN7SL835P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL823P,0,0,0,0,0,0,0,0,0,0,0,0
HAUS8,465,799,635,548,536,542,393,385,478,302,450,519
MYO9B,994,1934,1524,775,1074,1218,3324,2576,2811,2578,2605,3185
USE1,226,363,307,410,335,327,347,273,337,375,392,385
OCEL1,56,137,86,96,89,84,165,137,132,249,169,217
NR2F6,907,1326,992,1290,1139,880,911,810,922,885,991,993
USHBP1,1,7,6,5,4,0,5,4,1,3,6,2
BABAM1,540,868,597,828,619,523,556,547,536,459,625,502
ANKLE1,18,7,18,18,23,13,18,19,40,32,45,36
ABHD8,302,688,399,290,350,256,128,97,104,149,133,148
MRPL34,436,646,688,1051,841,870,581,475,582,610,737,605
DDA1,648,1021,836,1411,1238,1287,1257,1064,1327,1445,1403,1453
ANO8,78,122,117,94,122,146,155,107,123,288,204,237
GTPBP3,350,476,428,658,701,580,237,236,261,258,271,265
PLVAP,0,0,0,0,0,0,0,0,0,0,0,0
CCDC194,0,0,0,0,1,0,0,0,0,0,0,0
BST2,8,5,6,4,2,3,12,6,10,12,3,15
BISPR,5,8,2,0,4,1,3,0,2,4,4,1
MVB12A,541,911,701,804,713,618,673,551,656,621,561,584
HMGB3P29,0,0,2,2,1,1,0,0,1,0,1,1
TMEM221,0,0,0,1,1,2,0,0,1,0,2,1
NXNL1,0,0,0,0,0,0,0,0,0,0,0,0
SLC27A1,144,165,142,176,219,192,282,222,335,386,392,308
PGLS-DT,68,100,100,139,187,106,48,32,64,56,50,44
PGLS,559,791,598,1002,758,722,1087,906,1026,1201,1167,1222
NIBAN3,3,7,4,21,10,8,3,0,1,1,3,4
COLGALT1,2290,4524,3891,3108,4003,4205,3272,3348,2814,2682,2348,2583
RPL21P130,1,0,0,1,1,0,0,0,0,0,0,0
UNC13A,5,18,14,6,6,12,56,33,14,57,28,72
MAP1S,359,634,588,539,527,649,772,582,832,617,777,814
FCHO1,70,49,102,320,286,258,1,4,11,5,3,4
B3GNT3,700,986,1007,1303,1320,1272,0,0,0,0,0,0
INSL3,7,5,3,10,7,7,0,0,0,0,0,0
JAK3,9,4,5,25,12,14,0,0,0,0,1,1
RPL18A,7905,11622,10243,16035,11939,11877,12331,11060,13654,12499,14388,13175
SNORA68,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A5,0,1,0,0,0,0,0,0,1,1,0,0
CCDC124,1460,2544,2075,2639,2115,2242,2001,1776,1834,1753,1906,1820
KCNN1,8,6,10,7,5,1,0,2,2,0,0,0
RNA5SP468,0,0,0,0,0,0,0,0,0,0,0,0
ARRDC2,199,323,259,255,286,256,270,191,287,240,227,271
LOC646666,0,0,0,3,0,0,0,0,0,0,0,0
RPS18P13,0,0,0,0,0,0,0,0,0,0,0,0
IL12RB1,0,0,0,0,0,0,2,2,2,1,3,1
MAST3,81,171,146,128,131,162,110,57,138,140,133,92
PIK3R2,0,2,2,4,1,1,2,5,0,2,3,2
IFI30,0,0,2,2,0,0,8,0,5,0,3,0
MPV17L2,351,522,342,466,379,376,258,207,319,263,366,279
RAB3A,15,27,30,52,33,39,22,19,33,55,34,25
PDE4C,1,0,1,0,0,0,0,0,0,0,0,0
CIST1,0,0,0,0,0,0,0,0,0,0,0,0
IQCN,16,43,30,7,13,8,38,22,12,40,16,17
JUND,426,911,736,1018,1119,1002,1616,1287,1545,1844,1613,1632
MIR3188,0,1,0,0,0,1,0,0,0,0,0,0
LSM4,3548,6021,4427,4798,3881,3579,2112,1869,2292,1885,2365,2290
RN7SL513P,2,4,2,3,3,0,0,0,0,0,0,0
PGPEP1,577,971,808,955,1107,1004,461,443,533,829,701,632
GDF15,5508,9184,8283,13440,14306,12330,4665,3759,10448,4155,10020,3455
MIR3189,4,10,6,7,6,8,0,1,8,5,7,2
LRRC25,0,0,0,0,0,1,2,0,1,2,1,1
SSBP4,298,480,393,594,612,470,937,750,740,946,852,1140
ISYNA1,117,84,105,72,73,60,175,131,204,262,218,199
ELL,183,346,327,206,325,405,448,271,379,318,311,391
FKBP8,4114,7231,5981,6834,6129,6064,4415,3923,4345,5775,4780,5546
KXD1,1029,1525,1212,1223,1115,1053,1215,1015,1294,1158,1264,1340
UBA52,4550,6283,5524,9731,7181,6859,7415,6946,8332,7689,8909,8476
CRLF1,2,4,0,2,6,2,22,46,20,50,16,23
REX1BD,864,1066,961,1658,1072,1067,622,508,596,748,736,776
TMEM59L,0,0,0,0,3,0,11,12,9,18,8,15
RN7SL155P,0,0,0,0,0,0,0,0,0,0,0,0
KLHL26,222,417,282,195,251,241,163,97,145,142,104,114
CRTC1,305,506,413,510,529,529,288,138,266,260,273,285
COMP,0,0,0,0,1,0,5,0,0,7,0,1
UPF1,1998,4384,3295,2022,3028,2921,2528,1919,2274,2098,2016,2234
CERS1,16,19,8,56,37,48,4,7,3,16,6,16
GDF1,0,0,0,0,0,0,0,0,0,0,0,0
COPE,1372,1897,1539,2100,1768,1639,1729,1594,1938,1792,2076,1761
DDX49,1058,1841,1347,1686,1482,1465,791,774,848,615,731,691
HOMER3,178,192,223,311,291,339,974,825,873,933,907,1081
RN7SL70P,0,0,0,0,0,0,0,0,0,0,0,0
SUGP2,1265,2468,2110,1073,1425,1594,1829,1487,1802,1532,1803,1605
ARMC6,777,1170,1071,1198,1277,1216,701,600,675,534,641,767
SLC25A42,125,267,175,74,137,110,104,87,104,163,119,106
TMEM161A,529,715,617,973,888,712,324,253,311,378,398,332
BORCS8-MEF2B,5,4,6,3,7,5,0,4,1,0,0,1
BORCS8,57,68,84,111,104,98,130,136,127,123,128,140
RFXANK,771,1219,888,1145,965,890,570,591,612,615,546,625
NR2C2AP,374,544,545,770,717,766,284,229,357,245,376,359
NCAN,1,6,0,1,3,2,0,0,0,0,0,0
RNU6-1028P,0,0,0,0,0,0,0,0,0,0,0,0
HAPLN4,0,0,0,0,0,0,0,0,0,0,0,0
TM6SF2,0,0,0,1,0,0,1,1,0,5,4,0
SUGP1,441,636,601,579,702,646,539,409,496,475,511,564
MAU2,534,1038,755,569,858,754,751,504,703,790,765,805
GATAD2A,1676,3244,2529,2251,3050,2876,2526,1967,2275,1610,1847,2317
MIR640,0,0,0,0,0,0,0,0,0,0,0,0
TSSK6,21,49,33,22,34,24,27,13,19,16,18,20
NDUFA13,29,39,33,16,31,27,23,5,17,18,13,24
YJEFN3,105,98,94,105,72,71,44,34,49,21,54,38
CILP2,20,28,25,16,15,18,2,3,8,16,5,15
PBX4,8,29,20,41,24,14,11,11,19,16,28,10
LPAR2,81,77,88,92,74,101,31,25,58,30,38,25
GMIP,88,139,141,123,180,189,227,198,219,257,218,223
ATP13A1,515,591,701,711,795,835,1003,712,746,867,709,892
ZNF101,256,425,397,338,298,272,156,145,123,126,180,139
ZNF14,75,143,112,75,98,99,37,34,42,39,42,42
ZNF506,176,278,226,182,201,190,88,92,90,95,95,83
BNIP3P9,0,0,0,0,0,0,0,0,0,0,0,0
ZNF253,31,40,54,48,59,53,78,46,53,63,61,55
BNIP3P10,0,0,0,0,0,0,0,0,0,0,0,2
ZNF93,3,0,1,3,2,2,139,83,145,85,125,103
BNIP3P47,0,0,0,0,0,0,0,0,2,1,0,1
ZNF682,77,125,104,114,116,100,26,6,25,16,14,6
ZNF90,105,190,118,59,88,79,30,28,33,10,22,27
BNIP3P14,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P15,0,1,0,2,1,1,0,1,0,0,0,0
ZNF486,0,0,0,0,0,0,160,144,175,125,155,179
BNIP3P16,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P17,0,0,0,0,0,0,0,1,0,0,0,0
BNIP3P18,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P19,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P20,0,0,0,0,0,0,0,0,0,0,0,0
MIR1270,2,0,0,0,0,0,0,0,0,0,0,0
BNIP3P22,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372316,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P23,0,0,0,0,0,0,0,0,0,0,0,0
ZNF737,28,55,39,27,22,26,17,21,15,24,17,18
ZNF626,0,1,0,0,0,1,28,32,27,52,37,36
ZNF66,18,31,19,25,31,32,10,5,14,3,2,9
BNIP3P24,0,0,0,0,2,0,0,1,0,0,0,0
ZNF85,117,171,182,215,243,219,105,62,98,57,73,92
ZNF430,132,206,158,176,192,197,157,137,143,131,117,158
VN1R80P,0,0,0,0,0,0,0,0,0,0,1,0
ZNF714,165,523,343,289,348,304,288,205,222,221,274,266
RNA5SP469,0,0,0,0,0,0,0,0,0,0,0,0
ZNF431,208,315,228,242,284,292,159,150,172,146,166,185
RPL7AP10,2,1,1,0,0,2,0,1,0,1,1,0
RPL36AP51,0,0,0,0,0,0,0,0,0,0,0,0
COX16P1,0,0,0,0,0,0,1,0,0,0,0,0
VN1R83P,2,1,1,8,1,3,0,2,1,2,0,4
ZNF708,76,121,94,107,144,122,66,53,49,81,69,98
BNIP3P25,1,2,0,0,0,1,0,0,0,0,0,0
ZNF738,133,279,211,247,261,224,95,93,95,92,94,88
ZNF493,101,156,114,124,152,137,42,38,38,50,42,48
LOC105372321,4,2,0,0,0,0,0,1,0,0,1,2
LINC00664,0,0,0,0,0,1,0,0,2,1,0,0
ZNF429,177,361,266,157,213,170,52,50,37,50,44,34
BNIP3P26,0,2,3,0,1,0,0,0,0,0,0,0
CPSF6P1,0,0,0,0,0,0,0,0,0,0,0,0
MTDHP3,0,0,0,0,0,0,0,0,0,0,0,0
MTDHP4,0,0,0,0,0,0,0,0,0,0,0,0
ZNF100,169,317,260,269,336,282,107,86,89,85,89,69
BRI3BPP1,0,0,0,0,0,0,0,0,0,0,1,0
ZNF43,0,0,0,0,0,0,147,103,129,108,133,131
ZNF208,0,0,0,0,0,0,0,0,0,0,0,0
MTDHP2,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P28,0,0,0,0,0,0,0,0,0,0,0,0
ZNF257,0,0,0,0,0,0,1,2,7,2,2,5
BNIP3P29,0,0,0,0,0,0,0,0,0,0,0,0
MTDHP5,0,0,0,0,0,0,0,0,0,0,0,0
VN1R85P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF676,0,0,0,0,0,0,0,1,0,0,0,0
BNIP3P30,0,0,0,0,0,0,0,0,0,0,0,0
ZNF729,0,0,0,0,0,0,0,0,0,0,1,0
BNIP3P31,0,0,0,0,0,0,0,0,0,0,0,0
ZNF98,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P32,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P33,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929124,0,0,0,0,0,0,0,0,0,0,0,0
LINC01233,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1179P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL860P,0,0,0,0,0,0,0,0,0,0,0,0
RAD54L2P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01785,0,0,0,0,0,0,0,0,0,0,0,0
ZNF492,0,0,0,0,0,0,0,0,0,1,0,0
ZNF849P,0,0,0,0,0,0,0,0,0,0,0,0
VN1R87P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF99,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P34,0,0,0,0,0,0,0,0,0,0,0,0
ZNF723,1,0,0,0,0,0,0,0,0,0,0,0
BNIP3P35,0,0,0,0,0,0,0,0,0,0,0,0
ZNF728,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P36,0,0,0,0,0,0,0,0,0,0,0,0
LINC01859,0,0,0,0,0,0,0,0,0,0,0,0
LINC01858,0,0,0,0,0,0,0,1,0,0,0,0
ZNF730,0,0,0,0,1,0,5,4,2,1,5,7
BNIP3P37,0,0,0,0,0,0,1,0,0,0,0,0
ZNF724,29,75,68,65,73,69,20,15,12,7,15,28
BNIP3P38,0,1,1,0,0,0,0,0,0,0,0,0
VN1R90P,1,0,0,0,0,0,0,0,0,0,0,0
ZNF91,227,360,308,291,401,275,189,161,160,188,148,165
BNIP3P8,0,0,0,2,0,0,0,0,0,0,1,0
LINC01224,0,0,0,0,0,0,16,7,12,4,13,23
VN1R92P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF675,158,274,209,134,129,166,114,83,96,75,71,100
VN1R93P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF681,0,0,0,0,0,0,28,16,24,5,19,25
BNIP3P39,0,0,0,0,0,0,0,0,0,0,0,0
ZNF726,23,29,45,28,31,27,51,45,50,16,28,29
