gene,ENSEMBL,chr,gene_biotype
OTUD4,ENSG00000164164,4,protein-coding
LINC02266,ENSG00000272727,4,ncRNA
SMAD1,ENSG00000170365,4,protein-coding
SMAD1-AS2,ENSG00000250582,4,ncRNA
SMAD1-AS1,ENSG00000250902,4,ncRNA
MMAA,ENSG00000151611,4,protein-coding
C4orf51,ENSG00000237136,4,protein-coding
ZNF827,ENSG00000151612,4,protein-coding
LINC01095,ENSG00000248809,4,ncRNA
LSM6,ENSG00000164167,4,protein-coding
REELD1,ENSG00000250673,4,protein-coding
SLC10A7,ENSG00000120519,4,protein-coding
MIR7849,ENSG00000278438,4,ncRNA
RNU1-44P,ENSG00000207182,4,pseudo
POU4F2,ENSG00000151615,4,protein-coding
TTC29,ENSG00000137473,4,protein-coding
MIR548G,ENSG00000221369,4,ncRNA
RPL31P26,ENSG00000241281,4,pseudo
EDNRA,ENSG00000151617,4,protein-coding
LINC02507,ENSG00000251688,4,ncRNA
TMEM184C,ENSG00000164168,4,protein-coding
PRMT9,ENSG00000164169,4,protein-coding
ARHGAP10,ENSG00000071205,4,protein-coding
RNA5SP165,ENSG00000252951,4,pseudo
MIR4799,ENSG00000264274,4,ncRNA
RN7SL254P,ENSG00000240014,4,pseudo
RFPL4AP4,ENSG00000270387,4,pseudo
NR3C2,ENSG00000151623,4,protein-coding
RNA5SP166,ENSG00000201846,4,pseudo
LOC105377480,ENSG00000249317,4,ncRNA
RNU7-197P,ENSG00000239168,4,pseudo
LINC02430,ENSG00000250252,4,ncRNA
LINC02355,ENSG00000248210,4,ncRNA
IQCM,ENSG00000234828,4,protein-coding
RNA5SP167,ENSG00000202331,4,pseudo
RNU6-1230P,ENSG00000207121,4,pseudo
DCLK2,ENSG00000170390,4,protein-coding
RNU7-194P,ENSG00000238721,4,pseudo
LRBA,ENSG00000198589,4,protein-coding
LRBA-AS1,ENSG00000249690,4,ncRNA
MAB21L2,ENSG00000181541,4,protein-coding
RNA5SP168,ENSG00000252451,4,pseudo
RPS3A,ENSG00000145425,4,protein-coding
SNORD73B,ENSG00000201264,4,snoRNA
SH3D19,ENSG00000109686,4,protein-coding
SNORD73A,ENSG00000208797,4,snoRNA
PRSS48,ENSG00000189099,4,protein-coding
RNU6-1282P,ENSG00000252544,4,pseudo
FHIP1A-DT,ENSG00000251611,4,ncRNA
FHIP1A,ENSG00000164142,4,protein-coding
RN7SKP35,ENSG00000253019,4,pseudo
GATB,ENSG00000059691,4,protein-coding
LOC102724700,ENSG00000249818,4,ncRNA
LINC03074,ENSG00000251249,4,ncRNA
RNA5SP169,ENSG00000253077,4,pseudo
LINC02273,ENSG00000245954,4,ncRNA
LOC105377489,ENSG00000251377,4,ncRNA
RN7SL446P,ENSG00000244544,4,pseudo
FBXW7,ENSG00000109670,4,protein-coding
FBXW7-AS1,ENSG00000270751,4,ncRNA
MIR3140,ENSG00000264678,4,ncRNA
MIR4453HG,ENSG00000268471,4,ncRNA
MIR4453,ENSG00000283792,4,ncRNA
RPS3AP18,ENSG00000243417,4,pseudo
RPS14P6,ENSG00000240669,4,pseudo
TMEM154,ENSG00000170006,4,protein-coding
TIGD4,ENSG00000169989,4,protein-coding
ARFIP1,ENSG00000164144,4,protein-coding
FHDC1,ENSG00000137460,4,protein-coding
TRIM2,ENSG00000109654,4,protein-coding
RNU6-1196P,ENSG00000252030,4,pseudo
MND1,ENSG00000121211,4,protein-coding
RN7SL419P,ENSG00000243883,4,pseudo
TMEM131L,ENSG00000121210,4,protein-coding
TLR2,ENSG00000137462,4,protein-coding
RNF175,ENSG00000145428,4,protein-coding
SFRP2,ENSG00000145423,4,protein-coding
DCHS2,ENSG00000197410,4,protein-coding
LOC100419960,ENSG00000249200,4,pseudo
PLRG1,ENSG00000171566,4,protein-coding
RNU6-1285P,ENSG00000200350,4,pseudo
LOC100422640,ENSG00000248611,4,pseudo
FGB,ENSG00000171564,4,protein-coding
FGA,ENSG00000171560,4,protein-coding
FGG,ENSG00000171557,4,protein-coding
LRAT,ENSG00000121207,4,protein-coding
NDUFB2P1,ENSG00000249074,4,pseudo
LOC105377500,ENSG00000249041,4,ncRNA
RBM46,ENSG00000151962,4,protein-coding
RNU2-66P,ENSG00000222582,4,pseudo
RNU2-44P,ENSG00000252604,4,pseudo
NPY2R,ENSG00000185149,4,protein-coding
MAP9,ENSG00000164114,4,protein-coding
YWHAEP4,ENSG00000250205,4,pseudo
MTCYBP17,ENSG00000249247,4,pseudo
MTND6P17,ENSG00000249770,4,pseudo
MTND5P9,ENSG00000248748,4,pseudo
MTND4P8,ENSG00000248548,4,pseudo
MTCO3P9,ENSG00000249698,4,pseudo
MTATP6P9,ENSG00000248420,4,pseudo
MTCO2P9,ENSG00000249386,4,pseudo
MTCO1P9,ENSG00000251223,4,pseudo
MTND2P33,ENSG00000248907,4,pseudo
MTND1P22,ENSG00000251407,4,pseudo
GUCY1A1,ENSG00000164116,4,protein-coding
GUCY1B1,ENSG00000061918,4,protein-coding
ASIC5,ENSG00000256394,4,protein-coding
TDO2,ENSG00000151790,4,protein-coding
CTSO,ENSG00000256043,4,protein-coding
LINC02272,ENSG00000251283,4,ncRNA
PDGFC,ENSG00000145431,4,protein-coding
RPPH1-3P,ENSG00000252350,4,pseudo
GLRB,ENSG00000109738,4,protein-coding
RNU6-582P,ENSG00000199859,4,pseudo
GRIA2,ENSG00000120251,4,protein-coding
LINC02433,ENSG00000234111,4,ncRNA
RPL6P11,ENSG00000250475,4,pseudo
GASK1B,ENSG00000164125,4,protein-coding
GASK1B-AS1,ENSG00000248429,4,ncRNA
NUDT19P5,ENSG00000251073,4,pseudo
TMEM144,ENSG00000164124,4,protein-coding
AIDAP2,ENSG00000251429,4,pseudo
RXFP1,ENSG00000171509,4,protein-coding
RNU4-79P,ENSG00000199634,4,pseudo
LOC100131038,ENSG00000248387,4,pseudo
C4orf46,ENSG00000205208,4,protein-coding
ETFDH,ENSG00000171503,4,protein-coding
LOC124900922,ENSG00000271817,4,snoRNA
PPID,ENSG00000171497,4,protein-coding
FNIP2,ENSG00000052795,4,protein-coding
RNU6-128P,ENSG00000206703,4,pseudo
SPMIP2,ENSG00000164123,4,protein-coding
LOC124900178,ENSG00000274535,4,pseudo
PSME2P3,ENSG00000248988,4,pseudo
RAPGEF2,ENSG00000109756,4,protein-coding
MIR3688-1,ENSG00000264105,4,ncRNA
MIR3688-2,ENSG00000283379,4,ncRNA
RPS14P7,ENSG00000242635,4,pseudo
FSTL5,ENSG00000168843,4,protein-coding
LOC101928052,ENSG00000249419,4,ncRNA
TOMM22P4,ENSG00000248396,4,pseudo
MIR4454,ENSG00000283468,4,ncRNA
NAF1,ENSG00000145414,4,protein-coding
LOC133332,ENSG00000250547,4,pseudo
NPY1R,ENSG00000164128,4,protein-coding
NPY5R,ENSG00000164129,4,protein-coding
RPL35AP12,ENSG00000227283,4,pseudo
TKTL2,ENSG00000151005,4,protein-coding
TMA16,ENSG00000198498,4,protein-coding
MARCHF1,ENSG00000145416,4,protein-coding
RN7SKP105,ENSG00000253001,4,pseudo
LOC100288073,ENSG00000250746,4,pseudo
RNU6-284P,ENSG00000223037,4,pseudo
SMIM31,ENSG00000248771,4,protein-coding
RNU6-668P,ENSG00000201050,4,pseudo
APELA,ENSG00000248329,4,protein-coding
TRIM60P14,ENSG00000250227,4,pseudo
RPL26P16,ENSG00000244146,4,pseudo
NACA3P,ENSG00000121089,4,pseudo
LOC391711,ENSG00000236941,4,pseudo
TRIM61,ENSG00000183439,4,protein-coding
FAM218A,ENSG00000250486,4,ncRNA
LOC391713,ENSG00000250712,4,pseudo
RPL21P51,ENSG00000240674,4,pseudo
TRIM60,ENSG00000176979,4,protein-coding
LOC100420386,ENSG00000276623,4,pseudo
LOC100420385,ENSG00000250430,4,pseudo
TRIM75,ENSG00000250374,4,protein-coding
TMEM192,ENSG00000170088,4,protein-coding
KLHL2,ENSG00000109466,4,protein-coding
RNU4-87P,ENSG00000200974,4,pseudo
GK3,ENSG00000229894,4,protein-coding
MSMO1,ENSG00000052802,4,protein-coding
CPE,ENSG00000109472,4,protein-coding
MIR578,ENSG00000207559,4,ncRNA
HADHAP1,ENSG00000251596,4,pseudo
SCGB1D5P,ENSG00000248287,4,pseudo
NOL8P1,ENSG00000248327,4,pseudo
LINC01179,ENSG00000249500,4,ncRNA
TLL1,ENSG00000038295,4,protein-coding
RNA5SP170,ENSG00000252959,4,pseudo
SPOCK3,ENSG00000196104,4,protein-coding
RNA5SP171,ENSG00000212373,4,pseudo
RN7SL776P,ENSG00000240772,4,pseudo
PHB1P14,ENSG00000248913,4,pseudo
RN7SKP188,ENSG00000222721,4,pseudo
ANXA10,ENSG00000109511,4,protein-coding
DDX60,ENSG00000137628,4,protein-coding
DDX60L,ENSG00000181381,4,protein-coding
LOC124900181,ENSG00000207171,4,snoRNA
PALLD,ENSG00000129116,4,protein-coding
RNU6-1336P,ENSG00000206613,4,pseudo
RPL9P16,ENSG00000214676,4,pseudo
CBR4,ENSG00000145439,4,protein-coding
RNU6-853P,ENSG00000201176,4,pseudo
RNY4P17,ENSG00000201818,4,pseudo
SH3RF1,ENSG00000154447,4,protein-coding
RPL6P12,ENSG00000214671,4,pseudo
NEK1,ENSG00000137601,4,protein-coding
CLCN3,ENSG00000109572,4,protein-coding
HPF1,ENSG00000056050,4,protein-coding
LOC402192,ENSG00000248625,4,pseudo
LINC02275,ENSG00000248319,4,ncRNA
MFAP3L,ENSG00000198948,4,protein-coding
AADAT,ENSG00000109576,4,protein-coding
APOBEC3AP1,ENSG00000248822,4,pseudo
LINC01612,ENSG00000250266,4,ncRNA
HSP90AA6P,ENSG00000181359,4,pseudo
RNU6ATAC13P,ENSG00000251961,4,pseudo
LINC02431,ENSG00000248872,4,ncRNA
MIR6082,ENSG00000278502,4,ncRNA
LINC02504,ENSG00000248339,4,ncRNA
LINC02174,ENSG00000249297,4,ncRNA
GALNTL6,ENSG00000174473,4,protein-coding
GALNT7-DT,ENSG00000245213,4,ncRNA
RN7SL253P,ENSG00000241652,4,pseudo
GALNT7,ENSG00000109586,4,protein-coding
MIR548T,ENSG00000221296,4,ncRNA
HMGB2,ENSG00000164104,4,protein-coding
SAP30-DT,ENSG00000272870,4,ncRNA
SAP30,ENSG00000164105,4,protein-coding
SCRG1,ENSG00000164106,4,protein-coding
RPL5P11,ENSG00000242882,4,pseudo
RNU6-1096P,ENSG00000252898,4,pseudo
HAND2,ENSG00000164107,4,protein-coding
HAND2-AS1,ENSG00000237125,4,ncRNA
LINC02269,ENSG00000250708,4,ncRNA
LOC105377543,ENSG00000251216,4,ncRNA
LINC02268,ENSG00000248174,4,ncRNA
FBXO8,ENSG00000164117,4,protein-coding
CEP44,ENSG00000164118,4,protein-coding
MIR4276,ENSG00000265846,4,ncRNA
HPGD,ENSG00000164120,4,protein-coding
LOC100419741,ENSG00000250596,4,pseudo
GLRA3,ENSG00000145451,4,protein-coding
ADAM29,ENSG00000168594,4,protein-coding
LOC100131553,ENSG00000249411,4,pseudo
GPM6A,ENSG00000150625,4,protein-coding
GPM6A-DT,ENSG00000249106,4,ncRNA
MARK2P4,ENSG00000250372,4,pseudo
WDR17,ENSG00000150627,4,protein-coding
LOC124900182,ENSG00000201516,4,pseudo
SPATA4,ENSG00000150628,4,protein-coding
ASB5,ENSG00000164122,4,protein-coding
SPCS3-AS1,ENSG00000248980,4,ncRNA
SPCS3,ENSG00000129128,4,protein-coding
HAFML,ENSG00000248388,4,ncRNA
VEGFC,ENSG00000150630,4,protein-coding
LINC02509,ENSG00000250263,4,ncRNA
RN7SKP136,ENSG00000222859,4,pseudo
NEIL3,ENSG00000109674,4,protein-coding
AGA,ENSG00000038002,4,protein-coding
AGA-DT,ENSG00000250131,4,ncRNA
LINC01098,ENSG00000231171,4,ncRNA
LINC01099,ENSG00000251504,4,ncRNA
RNU1-45P,ENSG00000253000,4,pseudo
RPL19P8,ENSG00000241877,4,pseudo
RNA5SP173,ENSG00000201727,4,pseudo
LOC124900186,ENSG00000212191,4,snoRNA
NDUFB5P1,ENSG00000251025,4,pseudo
LINC00290,ENSG00000248197,4,ncRNA
RN7SKP13,ENSG00000251742,4,pseudo
TENM3,ENSG00000218336,4,protein-coding
MIR1305,ENSG00000221227,4,ncRNA
RNU2-34P,ENSG00000252343,4,pseudo
RN7SKP67,ENSG00000251714,4,pseudo
DCTD,ENSG00000129187,4,protein-coding
WWC2-AS2,ENSG00000251359,4,ncRNA
WWC2,ENSG00000151718,4,protein-coding
WWC2-AS1,ENSG00000251128,4,ncRNA
CLDN22,ENSG00000177300,4,protein-coding
CLDN24,ENSG00000185758,4,protein-coding
FBLP1,ENSG00000248376,4,pseudo
CDKN2AIP,ENSG00000168564,4,protein-coding
ING2-DT,ENSG00000232648,4,ncRNA
ING2,ENSG00000168556,4,protein-coding
RWDD4,ENSG00000182552,4,protein-coding
RNU6-479P,ENSG00000252157,4,pseudo
TRAPPC11,ENSG00000168538,4,protein-coding
RNU6-335P,ENSG00000201433,4,pseudo
RNU6-1053P,ENSG00000251739,4,pseudo
LOC124900824,ENSG00000283383,4,ncRNA
STOX2,ENSG00000173320,4,protein-coding
ENPP6,ENSG00000164303,4,protein-coding
RPL6P16,ENSG00000240159,4,pseudo
RN7SL28P,ENSG00000244512,4,pseudo
LINC02363,ENSG00000180712,4,ncRNA
IRF2,ENSG00000168310,4,protein-coding
LOC124900589,ENSG00000251878,NA,snoRNA
IRF2-DT,ENSG00000271646,4,ncRNA
CASP3,ENSG00000164305,4,protein-coding
PRIMPOL,ENSG00000164306,4,protein-coding
CENPU,ENSG00000151725,4,protein-coding
ACSL1,ENSG00000151726,4,protein-coding
MIR3945HG,ENSG00000251230,4,ncRNA
MIR3945,ENSG00000266698,4,ncRNA
LINC01093,ENSG00000249173,4,ncRNA
TRPC6P7,ENSG00000251147,4,pseudo
MIR4455,ENSG00000263458,4,ncRNA
HELT,ENSG00000187821,4,protein-coding
LINC02436,ENSG00000250754,4,ncRNA
SLC25A4,ENSG00000151729,4,protein-coding
CFAP97,ENSG00000164323,4,protein-coding
SNX25,ENSG00000109762,4,protein-coding
LRP2BP,ENSG00000109771,4,protein-coding
ANKRD37,ENSG00000186352,4,protein-coding
UFSP2,ENSG00000109775,4,protein-coding
CFAP96,ENSG00000205129,4,protein-coding
CCDC110,ENSG00000168491,4,protein-coding
PDLIM3,ENSG00000154553,4,protein-coding
SORBS2,ENSG00000154556,4,protein-coding
SORBS2-AS1,ENSG00000233110,4,ncRNA
LOC101928929,ENSG00000235149,4,ncRNA
RNU4-64P,ENSG00000222727,4,pseudo
TLR3,ENSG00000164342,4,protein-coding
FAM149A,ENSG00000109794,4,protein-coding
RPSAP70,ENSG00000250327,4,pseudo
LTO1P1,ENSG00000251008,4,pseudo
FLJ38576,ENSG00000279943,4,ncRNA
CYP4V2,ENSG00000145476,4,protein-coding
KLKB1,ENSG00000164344,4,protein-coding
F11,ENSG00000088926,4,protein-coding
F11-AS1,ENSG00000251165,4,ncRNA
RNU6-1055P,ENSG00000212387,4,pseudo
MTNR1A,ENSG00000168412,4,protein-coding
FAT1,ENSG00000083857,4,protein-coding
LINC02514,ENSG00000250042,4,ncRNA
COPS3P1,ENSG00000251643,4,pseudo
LINC02492,ENSG00000250590,4,ncRNA
LOC105377603,ENSG00000249642,4,ncRNA
ADAM20P3,ENSG00000249162,4,pseudo
ZFP42,ENSG00000179059,4,protein-coding
TRIML2,ENSG00000179046,4,protein-coding
FAUP3,ENSG00000241011,4,pseudo
RNU6-173P,ENSG00000201085,4,pseudo
TRIML1,ENSG00000184108,4,protein-coding
LOC107986337,ENSG00000247130,4,ncRNA
LINC02434,ENSG00000248370,4,ncRNA
RPL7AP27,ENSG00000242169,4,pseudo
RNU7-192P,ENSG00000252275,4,pseudo
LOC101930028,ENSG00000250626,4,ncRNA
LOC124900838,ENSG00000251310,4,ncRNA
LINC01262,ENSG00000250739,4,ncRNA
RNU1-51P,ENSG00000202215,4,pseudo
FRG1-DT,ENSG00000245685,4,ncRNA
LINC01596,ENSG00000281015,4,ncRNA
FRG1,ENSG00000109536,4,protein-coding
MLLT10P2,ENSG00000249462,4,pseudo
TUBB7P,ENSG00000251297,4,pseudo
RNA5SP174,ENSG00000199572,4,pseudo
RNA5SP175,ENSG00000201145,4,pseudo
DUX4L9,ENSG00000224807,4,pseudo
FRG2,ENSG00000205097,4,protein-coding
DBET,ENSG00000281591,4,ncRNA
DUX4L8,ENSG00000281720,4,pseudo
DUX4L7,ENSG00000281652,4,pseudo
DUX4L6,ENSG00000281058,4,pseudo
DUX4L5,ENSG00000280799,4,pseudo
DUX4L4,ENSG00000258834,4,pseudo
DUX4L1,ENSG00000280757,4,pseudo
DUX4L3,ENSG00000281627,4,pseudo
DUX4L2,ENSG00000280457,4,pseudo
DUX4,ENSG00000260596,4,protein-coding
RPL23AP84,ENSG00000261914,4,pseudo
SPICP4,ENSG00000250020,5,pseudo
PLEKHG4B,ENSG00000153404,5,protein-coding
LRRC14B,ENSG00000185028,5,protein-coding
CCDC127,ENSG00000164366,5,protein-coding
SDHA,ENSG00000073578,5,protein-coding
PDCD6,ENSG00000249915,5,protein-coding
AHRR,ENSG00000063438,5,protein-coding
LOC100310782,ENSG00000214278,5,pseudo
EXOC3,ENSG00000180104,5,protein-coding
SLC9A3-OT1,ENSG00000188242,5,ncRNA
SLC9A3,ENSG00000066230,5,protein-coding
MIR4456,ENSG00000264233,5,ncRNA
CEP72,ENSG00000112877,5,protein-coding
TPPP,ENSG00000171368,5,protein-coding
ZDHHC11B,ENSG00000206077,5,protein-coding
BRD9P2,ENSG00000249908,5,pseudo
ZDHHC11,ENSG00000188818,5,protein-coding
BRD9,ENSG00000028310,5,protein-coding
TRIP13,ENSG00000071539,5,protein-coding
LINC02982,ENSG00000215246,5,ncRNA
NKD2,ENSG00000145506,5,protein-coding
SLC12A7,ENSG00000113504,5,protein-coding
MIR4635,ENSG00000263834,5,ncRNA
TERLR1,ENSG00000249201,5,ncRNA
SLC6A19,ENSG00000174358,5,protein-coding
SLC6A18,ENSG00000164363,5,protein-coding
TERT,ENSG00000164362,5,protein-coding
MIR4457,ENSG00000263670,5,ncRNA
CLPTM1L,ENSG00000049656,5,protein-coding
LINC01511,ENSG00000250584,5,ncRNA
MTCO2P32,ENSG00000248951,5,pseudo
SLC6A3,ENSG00000142319,5,protein-coding
LPCAT1,ENSG00000153395,5,protein-coding
MIR6075,ENSG00000273742,5,ncRNA
MIR4277,ENSG00000263746,5,ncRNA
MRPL36,ENSG00000171421,5,protein-coding
NDUFS6,ENSG00000145494,5,protein-coding
IRX4,ENSG00000113430,5,protein-coding
CTD-2194D22.4,ENSG00000249326,5,ncRNA
LOC124901165,ENSG00000248994,5,protein-coding
LSINCT5,ENSG00000281560,5,ncRNA
IRX2,ENSG00000170561,5,protein-coding
LOC100130748,ENSG00000249541,5,pseudo
LOC107984098,ENSG00000248736,5,ncRNA
LINC01019,ENSG00000248118,5,ncRNA
IRX1,ENSG00000170549,5,protein-coding
LOC124901168,ENSG00000260763,5,ncRNA
LOC107986400,ENSG00000248973,5,ncRNA
LINC02114,ENSG00000249521,5,ncRNA
LOC105374629,ENSG00000249941,5,ncRNA
LINC01020,ENSG00000215231,5,ncRNA
RN7SKP73,ENSG00000223007,5,pseudo
ADAMTS16-DT,ENSG00000250579,5,ncRNA
ADAMTS16,ENSG00000145536,5,protein-coding
ALG3P1,ENSG00000251568,5,pseudo
MTCO1P30,ENSG00000248729,5,pseudo
MTCO2P30,ENSG00000250808,5,pseudo
MTCO1P31,ENSG00000251476,5,pseudo
ICE1,ENSG00000164151,5,protein-coding
HMGB3P3,ENSG00000250730,5,pseudo
LINC02145,ENSG00000250490,5,ncRNA
MED10,ENSG00000133398,5,protein-coding
UBE2QL1,ENSG00000215218,5,protein-coding
LINC01018,ENSG00000250056,5,ncRNA
NSUN2,ENSG00000037474,5,protein-coding
SRD5A1,ENSG00000145545,5,protein-coding
LINC02102,ENSG00000248677,5,ncRNA
TENT4A,ENSG00000112941,5,protein-coding
LINC02236,ENSG00000251365,5,ncRNA
MIR4278,ENSG00000283420,5,ncRNA
LOC105374642,ENSG00000250974,5,ncRNA
RNA5SP176,ENSG00000212258,5,pseudo
LINC02123,ENSG00000250668,5,ncRNA
LOC105374645,ENSG00000249865,5,ncRNA
LINC02142,ENSG00000223597,5,ncRNA
ADCY2,ENSG00000078295,5,protein-coding
CFAP90,ENSG00000215217,5,protein-coding
MTRR,ENSG00000124275,5,protein-coding
FASTKD3,ENSG00000124279,5,protein-coding
RNU1-76P,ENSG00000199773,5,pseudo
LINC02226,ENSG00000245729,5,ncRNA
MIR4458HG,ENSG00000247516,5,ncRNA
LOC100419318,ENSG00000250037,5,pseudo
MIR4458,ENSG00000284000,5,ncRNA
LOC105374647,ENSG00000249782,5,ncRNA
MTND6P2,ENSG00000250389,5,pseudo
MTCYBP37,ENSG00000248765,5,pseudo
LINC02199,ENSG00000250198,5,ncRNA
SEMA5A,ENSG00000112902,5,protein-coding
MIR4636,ENSG00000266415,5,ncRNA
SEMA5A-AS1,ENSG00000251370,5,ncRNA
SNHG18,ENSG00000250786,5,ncRNA
TAS2R1,ENSG00000169777,5,protein-coding
LINC02112,ENSG00000249781,5,ncRNA
RNA5SP177,ENSG00000222054,5,pseudo
LINC02221,ENSG00000250814,5,ncRNA
ATPSCKMT,ENSG00000150756,5,protein-coding
CCT5,ENSG00000150753,5,protein-coding
CMBL,ENSG00000164237,5,protein-coding
MARCHF6-DT,ENSG00000259802,5,ncRNA
MARCHF6,ENSG00000145495,5,protein-coding
ROPN1L,ENSG00000145491,5,protein-coding
MIR6131,ENSG00000277073,5,ncRNA
LINC02212,ENSG00000249396,5,ncRNA
LINC02213,ENSG00000249160,5,ncRNA
ANKRD33B,ENSG00000164236,5,protein-coding
DAP,ENSG00000112977,5,protein-coding
DAP-DT,ENSG00000272324,5,ncRNA
CTNND2,ENSG00000169862,5,protein-coding
RNU6-429P,ENSG00000207312,5,pseudo
RNU6-679P,ENSG00000212305,5,pseudo
LOC105374655,ENSG00000248783,5,ncRNA
LINC01194,ENSG00000248131,5,ncRNA
LOC100420683,ENSG00000249053,5,pseudo
RPS23P5,ENSG00000242608,5,pseudo
NENFP3,ENSG00000248462,5,pseudo
DNAH5,ENSG00000039139,5,protein-coding
TRIO,ENSG00000038382,5,protein-coding
OTULINL,ENSG00000145569,5,protein-coding
LOC100422687,ENSG00000248791,5,pseudo
CCT6P2,ENSG00000250526,5,pseudo
OTULIN-DT,ENSG00000261360,5,ncRNA
OTULIN,ENSG00000154124,5,protein-coding
ANKH,ENSG00000154122,5,protein-coding
MIR4637,ENSG00000264792,5,ncRNA
UQCRBP3,ENSG00000249928,5,pseudo
LOC124900197,ENSG00000202269,5,snoRNA
MARK2P5,ENSG00000248834,5,pseudo
LOC391741,ENSG00000248699,5,pseudo
FBXL7,ENSG00000183580,5,protein-coding
MIR887,ENSG00000216077,5,ncRNA
RNA5SP178,ENSG00000222312,5,pseudo
MARCHF11,ENSG00000183654,5,protein-coding
MARCHF11-AS1,ENSG00000250981,5,ncRNA
NACAP6,ENSG00000248403,5,pseudo
LINC02150,ENSG00000248150,5,ncRNA
ZNF622,ENSG00000173545,5,protein-coding
RETREG1,ENSG00000154153,5,protein-coding
RETREG1-AS1,ENSG00000246214,5,ncRNA
MYO10,ENSG00000145555,5,protein-coding
RNA5SP179,ENSG00000253093,5,pseudo
RNU6-660P,ENSG00000201436,5,pseudo
BASP1,ENSG00000176788,5,protein-coding
BASP1-AS1,ENSG00000215196,5,ncRNA
RNA5SP180,ENSG00000251990,5,pseudo
RNU6-1003P,ENSG00000252908,5,pseudo
LOC646012,ENSG00000185296,5,pseudo
LINC02111,ENSG00000250822,5,ncRNA
LINC02217,ENSG00000248455,5,ncRNA
LINC02218,ENSG00000249662,5,ncRNA
H3Y2,ENSG00000268799,5,protein-coding
TAF11L2,ENSG00000284373,5,protein-coding
H3P17,ENSG00000248205,5,pseudo
H3P18,ENSG00000249620,5,pseudo
TAF11L3,ENSG00000284439,5,protein-coding
TAF11L4,ENSG00000284283,5,protein-coding
TAF11L5,ENSG00000284234,5,protein-coding
TAF11L6,ENSG00000284042,5,protein-coding
TAF11L7,ENSG00000284465,5,protein-coding
TAF11L8,ENSG00000283967,5,protein-coding
TAF11L9,ENSG00000283988,5,protein-coding
TAF11L10,ENSG00000284356,5,protein-coding
TAF11L11,ENSG00000283740,5,protein-coding
TAF11L12,ENSG00000249156,5,protein-coding
H3P19,ENSG00000271296,5,pseudo
H3P20,ENSG00000250351,5,pseudo
H3P21,ENSG00000250386,5,pseudo
TAF11L13,ENSG00000283776,5,protein-coding
TAF11L14,ENSG00000250782,5,protein-coding
LOC391768,ENSG00000248542,5,pseudo
H3Y1,ENSG00000269466,5,protein-coding
LINC02223,ENSG00000249937,5,ncRNA
RPL36AP21,ENSG00000240785,5,pseudo
LOC124900199,ENSG00000212278,5,snoRNA
RN7SL58P,ENSG00000241552,5,pseudo
UBE2V1P12,ENSG00000249191,5,pseudo
LOC100421308,ENSG00000249285,5,pseudo
RPL32P14,ENSG00000242654,5,pseudo
CDH18,ENSG00000145526,5,protein-coding
CDH18-AS1,ENSG00000249854,5,ncRNA
LINC02241,ENSG00000251629,5,ncRNA
LOC100419319,ENSG00000248308,5,pseudo
CDH12,ENSG00000154162,5,protein-coding
PRDM9,ENSG00000164256,5,protein-coding
TRPC6P9,ENSG00000249607,5,pseudo
LINC02899,ENSG00000248874,5,ncRNA
LOC124900210,ENSG00000252083,5,pseudo
ADH5P5,ENSG00000234865,5,pseudo
CDH10,ENSG00000040731,5,protein-coding
LINC02239,ENSG00000248908,5,ncRNA
RNU6-374P,ENSG00000201016,5,pseudo
RNU4-43P,ENSG00000222560,5,pseudo
CCNB3P1,ENSG00000249616,5,pseudo
CDH9,ENSG00000113100,5,protein-coding
RNU6-738P,ENSG00000207261,5,pseudo
PURPL,ENSG00000250337,5,ncRNA
LOC100533667,ENSG00000250079,5,pseudo
LINC02103,ENSG00000249785,5,ncRNA
RNU6-909P,ENSG00000252867,5,pseudo
DPPA3P12,ENSG00000271035,5,pseudo
LOC124900206,ENSG00000252601,5,pseudo
LOC100533677,ENSG00000270430,5,pseudo
LINC02064,ENSG00000248391,5,ncRNA
LOC100420990,ENSG00000276098,5,pseudo
UBL5P1,ENSG00000248418,5,pseudo
PGBD3P2,ENSG00000233787,5,pseudo
RN7SKP207,ENSG00000223136,5,pseudo
RPL19P11,ENSG00000241668,5,pseudo
CDH6,ENSG00000113361,5,protein-coding
DROSHA,ENSG00000113360,5,protein-coding
C5orf22,ENSG00000082213,5,protein-coding
RNU6-363P,ENSG00000199765,5,pseudo
PDZD2,ENSG00000133401,5,protein-coding
RNU6-358P,ENSG00000252373,5,pseudo
RPL9P17,ENSG00000224282,5,pseudo
RNU6-760P,ENSG00000251887,5,pseudo
RPL21P56,ENSG00000241739,5,pseudo
RPL5P14,ENSG00000243914,5,pseudo
TPT1P5,ENSG00000214108,5,pseudo
MIR4279,ENSG00000266243,5,ncRNA
GOLPH3,ENSG00000113384,5,protein-coding
RPL27P10,ENSG00000230829,5,pseudo
MTMR12,ENSG00000150712,5,protein-coding
RNU6-1079P,ENSG00000199731,5,pseudo
RNU6-378P,ENSG00000207052,5,pseudo
ZFR,ENSG00000056097,5,protein-coding
MIR579,ENSG00000207956,5,ncRNA
TMEM183AP2,ENSG00000249142,5,pseudo
SUB1,ENSG00000113387,5,protein-coding
NPR3,ENSG00000113389,5,protein-coding
LOC124900637,ENSG00000250697,5,ncRNA
LINC02120,ENSG00000248279,5,ncRNA
RPS8P8,ENSG00000240376,5,pseudo
LINC02160,ENSG00000251443,5,ncRNA
